Date,open,high,low,close,volume,net_worth,shares_owned,buy,sell,SP500
2013-02-06,14.062715332494305,14.371714166434726,13.942873334776504,14.089826583862305,593706400,1000.0,0.0,0.0,0.0,127.18550109863281
2013-02-07,14.354763465819795,14.563924810868498,14.071850364275797,14.508769035339355,704580800,1000.0,0.0,0.0,0.0,127.01719665527344
2013-02-08,14.687877344147749,14.836924898935768,14.50970043767618,14.718244552612305,633158400,1000.0,0.0,0.0,0.0,127.72400665283203
2013-02-11,14.765344484309546,15.02687648449631,14.664637883665607,14.87162971496582,517490400,1000.0,0.0,0.0,0.0,127.69876098632812
2013-02-12,14.85861222383126,14.94754592520657,14.493894684220132,14.498852729797363,609053200,1000.0,0.0,0.0,0.0,127.90907287597656
2013-02-13,14.477474795289863,14.676721745342956,14.35383640223497,14.471277236938477,475207600,1000.0,0.0,0.0,0.0,128.0185089111328
2013-02-14,14.394119908535362,14.61474802431246,14.378626839881193,14.458263397216797,355275200,1000.0,0.0,0.0,0.0,128.13629150390625
2013-02-15,14.528291938526154,14.568886356151827,14.251578013895548,14.259015083312988,391745200,1000.0,0.0,0.0,0.0,127.98480224609375
2013-02-19,14.288141936793831,14.33865078911467,14.06348585641931,14.253745079040527,435783600,1000.0,0.0,0.0,0.0,128.9440155029297
2013-02-20,14.182474711849686,14.182474711849686,13.906998678342305,13.908549308776855,476302400,1000.0,0.0,0.0,0.0,127.33695983886719
2013-02-21,13.820240417866822,13.918470492245548,13.721701706687831,13.822099685668944,447182400,1000.0,0.0,0.0,0.0,126.5628890991211
2013-02-22,13.920946666892856,13.993765078183737,13.838830263605304,13.96928596496582,330654800,1000.0,0.0,0.0,0.0,127.7996826171875
2013-02-25,14.06348606805394,14.102839317497413,13.713951267745715,13.721078872680664,372579200,1000.0,0.0,0.0,0.0,125.36808013916016
2013-02-26,13.752683488174911,13.99190422380912,13.561803697160784,13.912267684936523,501499600,1000.0,0.0,0.0,0.0,126.22631072998047
2013-02-27,13.895535191625058,14.019794156458376,13.654456813624622,13.775925636291504,587350400,1000.0,0.0,0.0,0.0,127.81658935546875
2013-02-28,13.759810834487189,13.878180861240434,13.677695274353027,13.677695274353027,322515200,1000.0,0.0,0.0,0.0,127.56410217285156
2013-03-01,13.572342112341197,13.577920742483448,13.323826633914402,13.33901023864746,552448400,1000.0,0.0,0.0,0.0,127.98480224609375
2013-03-04,13.256272939228072,13.268668055274166,12.983587005768651,13.01612377166748,582755600,1000.0,0.0,0.0,0.0,128.6663055419922
2013-03-05,13.060435212397548,13.48526747644332,13.037814539089592,13.359769821166992,638433600,1000.0,0.0,0.0,0.0,129.819091796875
2013-03-06,13.46420107887228,13.487132051424055,13.151850666913072,13.18996524810791,460250000,1000.0,0.0,0.0,0.0,129.99574279785156
2013-03-07,13.154015144782043,13.38672888753014,13.047419633732837,13.342416763305664,468473600,1000.0,0.0,0.0,0.0,130.23138427734375
2013-03-08,13.31824786443118,13.492704574094637,13.281372807438832,13.377742767333984,391482000,1000.0,0.0,0.0,0.0,130.7866668701172
2013-03-11,13.316697587034614,13.603638724889386,13.17384677389549,13.568312644958496,474236000,1000.0,0.0,0.0,0.0,131.2831268310547
2013-03-12,13.497974828865926,13.599612313858836,13.249148214075015,13.275796890258787,465911600,1000.0,0.0,0.0,0.0,130.9885711669922
2013-03-13,13.276416943848568,13.463887717224289,13.18066672998818,13.273317337036133,405549200,1000.0,0.0,0.0,0.0,131.17369079589844
2013-03-14,13.412137418489667,13.468224075836318,13.338388135001924,13.401912689208984,303875600,1000.0,0.0,0.0,0.0,131.8720703125
2013-03-15,13.570170153603872,13.76538906438387,13.54909845953392,13.747726440429688,643960800,1000.0,0.0,0.0,0.0,131.6979522705078
2013-03-18,13.679252543763535,14.17535527537172,13.671506006680817,14.12143898010254,606197200,1000.0,0.0,0.0,0.0,130.9711456298828
2013-03-19,14.238558297528648,14.284110748579884,13.897700986512769,14.083314895629885,526775200,1000.0,0.0,0.0,0.0,130.66693115234375
2013-03-20,14.174110690277294,14.180617712142594,13.931480857174746,14.008638381958008,308660800,1000.0,0.0,0.0,0.0,131.5796661376953
2013-03-21,13.951004479060328,14.19146311389284,13.94728594419867,14.028780937194824,383255600,1000.0,0.0,0.0,0.0,130.4556427001953
2013-03-22,14.086109665671264,14.319131259395077,14.040558849188905,14.313244819641112,395105200,1000.0,0.0,0.0,0.0,131.50360107421875
2013-03-25,14.39938734972922,14.562380653563237,14.309215770927816,14.364992141723633,501135600,1000.0,0.0,0.0,0.0,130.9542236328125
2013-03-26,14.422626297094594,14.435021413350036,14.270480796002936,14.289382934570312,294294000,1000.0,0.0,0.0,0.0,132.00221252441406
2013-03-27,14.14436241330612,14.154897433955792,13.966806108633726,14.008638381958008,331237200,1000.0,0.0,0.0,0.0,132.00221252441406
2013-03-28,13.9386101434012,14.000584073010623,13.684516039069289,13.716742515563965,442839600,1000.0,0.0,0.0,0.0,132.4079132080078
2013-04-01,13.693192315962335,13.748969516694686,13.254415917749188,13.29067039489746,389732000,1000.0,0.0,0.0,0.0,131.88389587402344
2013-04-02,13.25007760572968,13.576680673537783,13.2128922536706,13.317938804626465,529519200,1000.0,0.0,0.0,0.0,132.53468322753906
2013-04-03,13.366895016957056,13.55002911335188,13.334048790410172,13.386107444763184,363216000,1000.0,0.0,0.0,0.0,131.19085693359375
2013-04-04,13.44095568898929,13.479378890500174,13.177254996442384,13.253792762756348,358447600,1000.0,0.0,0.0,0.0,131.72332763671875
2013-04-05,13.154017677247392,13.16796259860251,13.00465981637956,13.11373519897461,383695200,1000.0,0.0,0.0,0.0,131.13177490234375
2013-04-08,13.164859125072136,13.246974688403451,13.091730433298077,13.207001686096191,300829200,1000.0,0.0,0.0,0.0,132.0191650390625
2013-04-09,13.211652921330888,13.277964313583674,13.099789061317926,13.230864524841309,306614000,1000.0,0.0,0.0,0.0,132.47549438476562
2013-04-10,13.265570023936442,13.543214846907242,13.200806780111913,13.500761985778809,375928000,1000.0,0.0,0.0,0.0,134.09815979003906
2013-04-11,13.439718057230158,13.572033040106229,13.361630472093829,13.45862102508545,328364400,1000.0,0.0,0.0,0.0,134.53762817382812
2013-04-12,13.453042886302931,13.453042886302931,13.29624878187284,13.318249702453612,238613200,1000.0,0.0,0.0,0.0,134.20799255371094
2013-04-15,13.231483156896736,13.259061875589914,13.000629505515944,13.009925842285156,317520000,1000.0,0.0,0.0,0.0,131.09791564941406
2013-04-16,13.063223344482878,13.219397666892297,13.03223638231787,13.20793342590332,305771200,1000.0,0.0,0.0,0.0,133.03330993652344
2013-04-17,13.022940707077844,13.03316709189064,12.336266975890103,12.481595993041992,945056000,1000.0,0.0,0.0,0.0,131.0894317626953
2013-04-18,12.549462015850704,12.574251427622697,12.076908423842122,12.148488998413086,666299200,1000.0,0.0,0.0,0.0,130.26968383789062
2013-04-19,12.022057079886192,12.382437196445789,11.933123368791708,12.101384162902832,609274400,1000.0,0.0,0.0,0.0,131.40219116210938
2013-04-22,12.16676680236413,12.463004277431232,12.124315599423351,12.353618621826172,429920400,1000.0,0.0,0.0,0.0,131.98529052734375
2013-04-23,12.518470511246692,12.654504012624402,12.357957069611205,12.584783554077148,664238400,1000.0,0.0,0.0,0.0,133.3459930419922
2013-04-24,12.19465576362574,12.867384534784554,12.16242846272405,12.564021110534668,969651200,1000.0,0.0,0.0,0.0,133.4304962158203
2013-04-25,12.742817913784492,12.82679276072758,12.611742450875406,12.654504776000977,384837600,1000.0,0.0,0.0,0.0,133.9713897705078
2013-04-26,12.698816263184918,12.976460261488311,12.650476134841444,12.927810668945312,764097600,1000.0,0.0,0.0,0.0,133.73477172851562
2013-04-29,13.028517436731695,13.436617924852404,13.01457334556936,13.328163146972656,640326400,1000.0,0.0,0.0,0.0,134.63058471679688
2013-04-30,13.482480427765571,13.7969995011417,13.3885894812869,13.720460891723633,691538400,1000.0,0.0,0.0,0.0,134.9517059326172
2013-05-01,13.772516404119076,13.787080250128714,13.460477253139828,13.612313270568848,506909200,1000.0,0.0,0.0,0.0,133.76853942871094
2013-05-02,13.689470986203364,13.900492438005834,13.653836272198136,13.805363655090332,421828400,1000.0,0.0,0.0,0.0,135.0109100341797
2013-05-03,13.984778968379418,14.044275525597008,13.917846996398293,13.943567276000977,361300800,1000.0,0.0,0.0,0.0,136.38002014160156
2013-05-06,14.12112185537675,14.32222888924688,14.077740604207246,14.2760591506958,496641600,1000.0,0.0,0.0,0.0,136.72659301757812
2013-05-07,14.408062346163812,14.432231993856664,14.058837828941517,14.212533950805664,483753200,1000.0,0.0,0.0,0.0,137.4196319580078
2013-05-08,14.224312571266138,14.420461606216694,14.124224881256186,14.373050689697266,472598000,1000.0,0.0,0.0,0.0,138.044921875
2013-05-09,14.342477750983376,14.441980179747992,14.210534708504577,14.247653007507324,398487600,1000.0,0.0,0.0,0.0,137.65621948242188
2013-05-10,14.285085813247202,14.339360627548732,14.051456400971738,14.129124641418455,334852000,1000.0,0.0,0.0,0.0,138.1041259765625
2013-05-13,14.083586489289765,14.282904581217265,14.083274976684743,14.18433666229248,316948800,1000.0,0.0,0.0,0.0,138.21397399902344
2013-05-14,14.156573042163291,14.19868220470894,13.791623635083011,13.844963073730469,447118000,1000.0,0.0,0.0,0.0,139.6422119140625
2013-05-15,13.69836163795786,13.75575491168653,13.174332546248907,13.376769065856934,741613600,1000.0,0.0,0.0,0.0,140.39447021484375
2013-05-16,13.201781796565855,13.657499693781382,13.06640793044846,13.555500984191896,603204000,1000.0,0.0,0.0,0.0,139.73516845703125
2013-05-17,13.69492923961526,13.727369022905933,13.444144152425684,13.514326095581056,427904400,1000.0,0.0,0.0,0.0,141.0874481201172
2013-05-20,13.47221968872134,13.90547958268649,13.415761777172133,13.815958023071287,451578400,1000.0,0.0,0.0,0.0,141.07901000976562
2013-05-21,13.66685775218908,13.895496318272809,13.543648699980464,13.71395778656006,456022000,1000.0,0.0,0.0,0.0,141.2818603515625
2013-05-22,13.85088938553568,13.985016347737774,13.669038538929907,13.76667022705078,443038400,1000.0,0.0,0.0,0.0,140.23385620117188
2013-05-23,13.59823370085802,13.916706131009745,13.593242836842627,13.79131317138672,353021200,1000.0,0.0,0.0,0.0,139.82823181152344
2013-05-24,13.751076262448208,13.901110371215264,13.73579215710276,13.885202407836914,276166800,1000.0,0.0,0.0,0.0,139.70986938476562
2013-05-28,14.033365747782415,14.071107076395425,13.751076235360166,13.769478797912598,386145200,1000.0,0.0,0.0,0.0,140.5465850830078
2013-05-29,13.724560473304026,13.958502199946055,13.705844735370516,13.878961563110352,330576400,1000.0,0.0,0.0,0.0,139.6338348388672
2013-05-30,13.900800416571611,14.17685222962104,13.86524133550161,14.085770606994627,353519600,1000.0,0.0,0.0,0.0,140.14935302734375
2013-05-31,14.11446436583276,14.257950051398335,14.02088899007783,14.028063774108888,384302800,1000.0,10.0,10.0,0.0,138.13795471191406
2013-06-03,14.059253353652926,14.110096529320812,13.801918185433138,14.058941841125488,372352400,1000.308780670166,10.0,0.0,0.0,138.89854431152344
2013-06-04,14.136927380102309,14.17467038665412,13.955077286655598,14.014966011047363,292728800,999.8690223693848,10.0,0.0,0.0,138.23092651367188
2013-06-05,13.900795471680468,14.058940538739783,13.840282919449832,13.883952140808104,290589600,998.5588836669922,10.0,0.0,0.0,136.29556274414062
2013-06-06,13.89518275367342,13.94290663905953,13.538968181545863,13.676525115966797,416934000,996.4846134185791,10.0,0.0,0.0,137.52943420410156
2013-06-07,13.615388668103654,13.825623806240744,13.499041239126573,13.78101921081543,404535600,997.5295543670654,10.0,0.0,0.0,139.27886962890625
2013-06-10,13.872100920068164,14.007786289490358,13.62474746529644,13.68993854522705,450153200,996.6187477111816,10.0,0.0,0.0,139.27886962890625
2013-06-11,13.59168671713253,13.810655095443988,13.516200714555008,13.649703025817873,286112400,996.2163925170898,10.0,0.0,0.0,137.8421630859375
2013-06-12,13.708967804646626,13.763554135970812,13.459429576089216,13.480952262878418,265227200,994.5288848876953,10.0,0.0,0.0,136.7012176513672
2013-06-13,13.490622865128689,13.63535377579032,13.37365155685957,13.598546981811523,285832400,995.7048320770264,10.0,0.0,0.0,138.7801971435547
2013-06-14,13.58107906293225,13.608840329684492,13.365852200382616,13.41420078277588,271866000,993.8613700866699,10.0,0.0,0.0,137.90969848632812
2013-06-17,13.457557984120369,13.590436420150036,13.423870481564656,13.475025177001951,259414400,994.4696140289307,10.0,0.0,0.0,138.97459411621094
2013-06-18,13.461301545377616,13.565483346562049,13.41919237412178,13.467851638793944,195025600,994.3978786468506,10.0,0.0,0.0,140.0733184814453
2013-06-19,13.456307648497768,13.464417801756056,13.194293975830078,13.194293975830078,310940000,991.6623020172119,10.0,0.0,0.0,138.13795471191406
2013-06-20,13.078885319114669,13.287248082457376,12.950061543866124,13.002152442932127,357310800,989.7408866882324,10.0,0.0,0.0,134.715087890625
2013-06-21,13.053619043396456,13.100719912277642,12.729532681512174,12.89797019958496,481118400,988.6990642547607,0.0,0.0,10.0,135.14759826660156
2013-06-24,12.7076978819337,12.747000106449928,12.41605048833481,12.556103706359863,480746000,988.6990642547607,0.0,0.0,0.0,133.4398193359375
2013-06-25,12.65467049044978,12.719861569064882,12.440379848785511,12.558910369873049,314162800,988.6990642547607,0.0,0.0,0.0,134.7227783203125
2013-06-26,12.598525615152328,12.626286882987973,12.341501919082985,12.416675567626951,367724000,988.6990642547607,0.0,0.0,0.0,136.05665588378906
2013-06-27,12.453483033163211,12.520233351927551,12.27537529154887,12.28286075592041,337246000,988.6990642547607,0.0,0.0,0.0,136.8552703857422
2013-06-28,12.2073754326951,12.485297117302046,12.12970635396811,12.36863899230957,578516400,988.6990642547607,0.0,0.0,0.0,136.29457092285156
2013-07-01,12.560782061049062,12.859603382091835,12.514928914139473,12.764466285705566,391053600,988.6990642547607,0.0,0.0,0.0,137.09315490722656
2013-07-02,12.787550050577964,13.151562479842076,12.77226594469761,13.053618431091309,469865200,988.6990642547607,0.0,0.0,0.0,136.9657745361328
2013-07-03,13.127542006872986,13.193670115894015,13.021177142840962,13.125670433044434,240928800,988.6990642547607,0.0,0.0,0.0,137.0251922607422
2013-07-05,13.11288627955426,13.203343207924188,12.955677365461945,13.020244598388672,274024800,988.6990642547607,0.0,0.0,0.0,138.50355529785156
2013-07-08,13.104150300514863,13.131910733227617,12.809071285328503,12.946316719055176,298138400,988.6990642547607,0.0,0.0,0.0,139.29367065429688
2013-07-09,12.90109006157616,13.209892310607446,12.800651410851172,13.17402172088623,352584400,988.6990642547607,0.0,0.0,0.0,140.29629516601562
2013-07-10,13.088242647795775,13.250442416675922,13.046133476838664,13.123489379882812,281405600,988.6990642547607,0.0,0.0,0.0,140.3472137451172
2013-07-11,13.19273493512936,13.358053971114604,13.137213239754283,13.32810878753662,326292400,988.6990642547607,0.0,0.0,0.0,142.25885009765625
2013-07-12,13.339338675813162,13.406089817253967,13.207084108955534,13.30377960205078,279563200,988.6990642547607,0.0,0.0,0.0,142.31822204589844
2013-07-15,13.256994526602774,13.458183361086125,13.250443599726689,13.33279037475586,241917200,988.6990642547607,0.0,0.0,0.0,142.86199951171875
2013-07-16,13.30409129901668,13.434786639116638,13.230790063894467,13.418879508972168,216538000,988.6990642547607,0.0,0.0,0.0,142.3267822265625
2013-07-17,13.40328631164554,13.48189077548238,13.357121639834444,13.42231273651123,198990400,988.6990642547607,0.0,0.0,0.0,142.692138671875
2013-07-18,13.518069667691025,13.564545841070812,13.43166824664037,13.467538833618164,218878800,988.6990642547607,0.0,0.0,0.0,143.47372436523438
2013-07-19,13.509337141090093,13.536786062535697,13.236405489465303,13.255121231079102,268721600,988.6990642547607,0.0,0.0,0.0,143.7286376953125
2013-07-22,13.395795255897909,13.40484077971944,13.271338509999092,13.297539710998535,207796400,988.6990642547607,0.0,0.0,0.0,144.00904846191406
2013-07-23,13.287871640092009,13.317815991748445,13.060480808693326,13.069214820861816,369395600,988.6990642547607,0.0,0.0,0.0,143.7031707763672
2013-07-24,13.691187884051788,13.867735557712646,13.576712840541154,13.740471839904783,591936800,988.6990642547607,0.0,0.0,0.0,143.1763916015625
2013-07-25,13.74639989812311,13.768234099775444,13.593869500397226,13.677776336669922,229493600,988.6990642547607,0.0,0.0,0.0,143.5247344970703
2013-07-26,13.577960648225996,13.75700375543658,13.548016292829464,13.755444526672363,200152400,988.6990642547607,0.0,0.0,0.0,143.6776885986328
2013-07-29,13.749514594404484,14.03617108012002,13.730799688525376,13.967548370361328,248057600,988.6990642547607,0.0,0.0,0.0,143.2358856201172
2013-07-30,14.035239612883949,14.259512044121188,14.01246920612036,14.14004611968994,309422400,988.6990642547607,0.0,0.0,0.0,143.2358856201172
2013-07-31,14.192133061265574,14.265433460592366,14.018703870012608,14.115399360656738,322957600,988.6990642547607,0.0,0.0,0.0,143.3378143310547
2013-08-01,14.21583998250156,14.248590445729102,14.138170076703794,14.244847297668455,206250800,988.6990642547607,10.0,10.0,0.0,144.99453735351562
2013-08-02,14.286334141107575,14.437304455289397,14.244224972737356,14.427634239196776,274783600,990.526933670044,10.0,0.0,0.0,145.2409210205078
2013-08-05,14.4946973856,14.681226770762876,14.41546991506383,14.64317226409912,318855600,992.6823139190674,10.0,0.0,0.0,145.028564453125
2013-08-06,14.59856732184696,14.719280931816057,14.416092601676876,14.512165069580078,334857600,991.372241973877,10.0,0.0,0.0,144.20440673828125
2013-08-07,14.466936380417309,14.566752000529636,14.403616039021596,14.503743171691896,298858000,991.2880229949951,10.0,0.0,0.0,143.73712158203125
2013-08-08,14.56434102346685,14.571876749182286,14.378776712196917,14.47485637664795,255777200,990.9991550445557,10.0,0.0,0.0,144.26390075683594
2013-08-09,14.400442948986624,14.457588036307042,14.243767247417232,14.268884658813477,266865200,988.9394378662109,10.0,0.0,0.0,143.8476104736328
2013-08-12,14.344556735390965,14.714739688521451,14.33733457768659,14.674237251281738,364434000,992.9929637908936,10.0,0.0,0.0,143.6776885986328
2013-08-13,14.786644621799162,15.531408982672842,14.695902314885732,15.37159252166748,881941200,999.966516494751,10.0,0.0,0.0,144.10244750976562
2013-08-14,15.632510127025794,15.832515452305678,15.491846562016962,15.651976585388184,756372400,1002.770357131958,10.0,0.0,0.0,143.36325073242188
2013-08-15,15.586668295137754,15.774429316464714,15.35620481724437,15.633450508117676,490294000,1002.5850963592529,10.0,0.0,0.0,141.35826110839844
2013-08-16,15.703781464364646,15.791383035823657,15.663279026536443,15.77223014831543,362306000,1003.9728927612305,10.0,0.0,0.0,140.8909454345703
2013-08-19,15.835340340031788,16.130482959977606,15.824665564486082,15.942094802856444,510518400,1005.6715393066406,10.0,0.0,0.0,139.99034118652344
2013-08-20,16.003950034426815,16.030952219378776,15.724819579761643,15.73266887664795,358688400,1003.5772800445557,10.0,0.0,0.0,140.67855834960938
2013-08-21,15.811789810582908,15.923566396249967,15.736747794324453,15.773170471191406,335879600,1003.9822959899902,10.0,0.0,0.0,139.81187438964844
2013-08-22,15.855430386117172,15.874583268003084,15.642550346363866,15.79200553894043,244207600,1004.1706466674805,10.0,0.0,0.0,141.0863494873047
2013-08-23,15.801746392450363,15.804258301870137,15.678666184565529,15.731101036071776,222731600,1003.561601638794,10.0,0.0,0.0,141.56210327148438
2013-08-26,15.722619433652149,16.019333218284267,15.714770137667662,15.79232406616211,330965600,1004.1738319396973,10.0,0.0,0.0,141.03538513183594
2013-08-27,15.636279432862144,15.777887088141632,15.268921852598732,15.34082317352295,424188800,999.6588230133057,10.0,0.0,0.0,138.76690673828125
2013-08-28,15.259496079754584,15.56719817826371,15.259496079754584,15.41334629058838,307608000,1000.38405418396,10.0,0.0,0.0,139.25975036621094
2013-08-29,15.43689368760301,15.58917435339799,15.4205662838674,15.43846321105957,239657600,1000.6352233886719,10.0,0.0,0.0,139.48060607910156
2013-08-30,15.447888172675578,15.477715837578684,15.275198602738184,15.297805786132812,272297200,999.2286491394043,10.0,0.0,0.0,139.03880310058594
2013-09-03,15.482421260891954,15.717906812239804,15.301882449981369,15.34050178527832,331928800,999.6556091308594,10.0,0.0,0.0,139.66746520996094
2013-09-04,15.685256385893362,15.769403657759424,15.582269797152424,15.657938957214355,345032800,1002.8299808502197,10.0,0.0,0.0,140.82296752929688
2013-09-05,15.70691902249693,15.720420950278797,15.49937634967504,15.550555229187012,236367600,1001.7561435699463,10.0,0.0,0.0,141.00144958496094
2013-09-06,15.650093250651256,15.679605668766298,15.38352233402714,15.643184661865234,359525600,1002.6824378967285,10.0,0.0,0.0,141.06935119628906
2013-09-09,15.856062172729098,15.947745177191084,15.808337577111413,15.89279842376709,340687200,1005.1785755157471,10.0,0.0,0.0,142.42027282714844
2013-09-10,15.893740399249571,15.932988558352832,15.3693919692919,15.53077793121338,743195600,1001.55837059021,10.0,0.0,0.0,143.47372436523438
2013-09-11,14.663246399142317,14.872985761686117,14.594170581260729,14.685226440429688,898696400,993.102855682373,10.0,0.0,0.0,143.9240264892578
2013-09-12,14.71003351203124,14.926679833180414,14.631850749598248,14.841591835021973,404051200,994.6665096282959,10.0,0.0,0.0,143.54171752929688
2013-09-13,14.736399086040864,14.814580130259024,14.590713445539883,14.596991539001465,298835600,992.2205066680908,10.0,0.0,0.0,143.86460876464844
2013-09-16,14.47454363351534,14.4936948414167,14.04187657995182,14.132930755615234,543706800,987.5798988342285,10.0,0.0,0.0,144.69720458984375
2013-09-17,14.065113007337562,14.434041690234636,14.05067036847916,14.29620361328125,399380800,989.2126274108887,10.0,0.0,0.0,145.3429412841797
2013-09-18,14.542989490653753,14.642521769638584,14.463866049169544,14.590086936950684,456862000,992.151460647583,10.0,0.0,0.0,147.02511596679688
2013-09-19,14.77910348881964,14.940175845606149,14.73357556728232,14.829339981079102,404541200,994.5439910888672,10.0,0.0,0.0,146.77874755859375
2013-09-20,15.00831104807021,15.025579163117513,14.631533119292476,14.67580509185791,699302800,993.0086421966553,10.0,0.0,0.0,145.7525177001953
2013-09-23,15.57661833164515,15.602050989384956,15.152742938437305,15.405184745788574,762106800,1000.3024387359619,10.0,0.0,0.0,145.0780487060547
2013-09-24,15.538309879458538,15.556833946286355,15.31663983199736,15.356828689575195,364344400,999.8188781738281,10.0,0.0,0.0,144.73658752441406
2013-09-25,15.359972915960032,15.373786738475152,15.11600920659794,15.119148254394531,316957200,997.4420738220215,10.0,0.0,0.0,144.3182373046875
2013-09-26,15.259501054079683,15.339878802418804,15.19356426974725,15.26640796661377,237221600,998.9146709442139,10.0,0.0,0.0,144.87318420410156
2013-09-27,15.189790239221574,15.217734801167106,15.09371225747581,15.157450675964355,228040400,997.8250980377197,10.0,0.0,0.0,144.20721435546875
2013-09-30,14.984766167984375,15.123231392897468,14.895595066192934,14.969067573547363,260156400,995.9412670135498,10.0,0.0,0.0,143.43885803222656
2013-10-01,15.02244416186597,15.358090932846505,15.02024582190436,15.321041107177734,353883600,999.4610023498535,10.0,0.0,0.0,144.57435607910156
2013-10-02,15.247875515603235,15.441600974865237,15.188847353074534,15.37126922607422,289184000,999.9632835388184,10.0,0.0,0.0,144.437744140625
2013-10-03,15.401096165092593,15.458870047764108,15.094338211062237,15.178170204162598,322753200,998.0322933197021,10.0,0.0,0.0,143.10592651367188
2013-10-04,15.192306213369584,15.215540534037984,15.027152382758215,15.16624641418457,258868400,997.9130554199219,10.0,0.0,0.0,144.19015502929688
2013-10-07,15.277077349265172,15.468290917011702,15.239085155806908,15.314440727233888,312292400,999.394998550415,10.0,0.0,0.0,142.9436798095703
2013-10-08,15.38320448646578,15.405184526876942,15.088063586803866,15.10062313079834,290917200,997.2568225860596,10.0,0.0,0.0,141.27883911132812
2013-10-09,15.216791491393128,15.315694944887817,15.017099814783734,15.2780179977417,301725200,999.0307712554932,10.0,0.0,0.0,141.38131713867188
2013-10-10,15.426537972314012,15.45981825342758,15.292152509070016,15.373787879943848,278602800,999.9884700775146,10.0,0.0,0.0,144.4292449951172
2013-10-11,15.29057904044834,15.50565575709392,15.23312039085666,15.473316192626951,267738800,1000.9837532043457,10.0,0.0,0.0,145.3598175048828
2013-10-14,15.37975602536204,15.623090967851924,15.364684568496113,15.574737548828123,261898000,1001.9979667663574,10.0,0.0,0.0,145.94032287597656
2013-10-15,15.620887998676372,15.761866780278742,15.558407203409276,15.65762424468994,320073600,1002.8268337249756,10.0,0.0,0.0,144.88169860839844
2013-10-16,15.723878182162055,15.778511371205916,15.674897627483832,15.733925819396973,251101200,1003.5898494720459,10.0,0.0,0.0,146.90509033203125
