Date,Open,High,Low,Close,Volume
2002-02-13,6.480514642980876,6.773400522360497,6.413184363872488,6.766667366027832,19054000
2002-02-14,6.850828396949782,6.864294064563728,6.682503378067031,6.733000755310059,2755400
2002-02-15,6.733002144760863,6.749834393279117,6.632007369433099,6.699337005615234,2097400
2002-02-19,6.665671677600288,6.665671677600288,6.3121893318597815,6.430016994476318,1852600
2002-02-20,6.463681248487197,6.648838520050049,6.4131832270527696,6.648838520050049,1723200
2002-02-21,6.625273489686963,6.6825040273520875,6.564676374264001,6.632006645202637,1744200
2002-02-22,6.682503781955433,6.682503781955433,6.463681372604097,6.51417875289917,881400
2002-02-25,6.497346958662092,6.615174627261485,6.423284164566912,6.5646772384643555,863400
2002-02-26,6.531012098563224,6.63200751826662,6.426650742767939,6.5646772384643555,690400
2002-02-27,6.514179141809608,6.517545719644809,6.396351486013855,6.4468488693237305,1022800
2002-02-28,6.463682132668057,6.547844657092854,6.430016994476318,6.430016994476318,687800
2002-03-01,6.4131836081101925,6.581508643935752,6.389618205832063,6.520912170410156,478400
2002-03-04,6.5478441275838675,6.66903771632074,6.537744394310357,6.632006645202637,795200
2002-03-05,6.598342677138985,6.615174926797148,6.450216440132319,6.480515003204346,861200
2002-03-06,6.477147041031904,6.541110731863811,6.463681372604097,6.51417875289917,329200
2002-03-07,6.514179398503225,6.934992012849569,6.514179398503225,6.87439489364624,675200
2002-03-08,6.833996713666102,7.069652038458355,6.833996713666102,7.03598690032959,400200
2002-03-11,7.0023212666351,7.204311439003413,6.985489019816514,7.126882076263428,1365600
2002-03-12,7.069651218822723,7.372636142636177,7.069651218822723,7.13698148727417,1454800
2002-03-13,7.136981659015237,7.237976422013671,6.951823737372717,7.076384544372559,1265800
2002-03-14,7.076385713914836,7.13698283857264,7.015788589257032,7.069652557373047,424200
2002-03-15,7.069652527949218,7.103317668408901,6.699337267111001,6.850830078125,427000
2002-03-18,6.867661120122728,6.867661120122728,6.41318340907665,6.497345924377441,551800
2002-03-19,6.5478453023171,6.564677552017066,6.261692562653497,6.295357704162598,807400
2002-03-20,6.244857526874524,6.244857526874524,5.723050260011199,6.066433429718018,2309000
2002-03-21,6.066434693901101,6.480514144897461,6.066434693901101,6.312189102172852,1106800
2002-03-22,6.3121886475593145,6.594974750338695,6.2313927099236395,6.497345924377441,623600
2002-03-25,6.5646791543520004,6.669040540604935,6.456951188915511,6.638741970062256,1892800
2002-03-26,6.733000492397622,6.766665623281402,6.658937718140475,6.726267337799072,454200
2002-03-27,6.726269427581698,7.0696527134857785,6.699337442928976,6.934992790222168,342400
2002-03-28,6.9013273233913255,6.934992463146768,6.766667406478687,6.800332546234131,428600
2002-04-01,6.749833765020899,6.749833765020899,6.396351442165883,6.413183689117432,470000
2002-04-02,6.3963516891087115,6.3963516891087115,6.177529259745231,6.275157451629639,524600
2002-04-03,6.2785238173143245,6.329021200520416,6.20782760924761,6.261691570281982,141800
2002-04-04,6.244858912893074,6.413183957899454,6.244858912893074,6.379519462585449,190800
2002-04-05,6.37951977957323,6.531011942340914,6.224660396575928,6.224660396575928,209400
2002-04-08,6.261691920672981,6.261691920672981,5.982272366380546,6.160696506500244,389600
2002-04-09,6.127031895075879,6.463681985088639,6.127031895075879,6.379519462585449,890600
2002-04-10,6.362684037328442,6.4131814022856455,6.312186672371238,6.369417190551758,325600
2002-04-11,6.366053356918938,6.366053356918938,6.228026866912842,6.228026866912842,361000
2002-04-12,6.278524549952162,6.278524549952162,6.079900929669723,6.143864631652832,309000
2002-04-15,6.127031621733507,6.2515917899001945,6.1236650439304805,6.248225212097168,389800
2002-04-16,6.312188349272076,6.463681126498207,6.312188349272076,6.396350860595703,306400
2002-04-17,6.4805116395447975,6.817161594845826,6.4805116395447975,6.6690354347229,837200
2002-04-18,6.669035434722901,6.783496470893957,6.645470040589242,6.6690354347229,246200
2002-04-19,6.669037523089915,6.850828864091521,6.669037523089915,6.823896884918213,161600
2002-04-22,6.783498132553086,6.783498132553086,6.669037068344096,6.733000755310059,193200
2002-04-23,6.716169665263096,6.817164437117493,6.564676865372401,6.581509113311768,206200
2002-04-24,6.571408807238933,6.601707361619022,6.531010520695821,6.534377098083496,266200
2002-04-25,6.5343781593553505,6.5343781593553505,6.453582215255747,6.531011581420898,431800
2002-04-26,6.497347252862509,6.591609520432053,6.480515003204346,6.480515003204346,413400
2002-04-29,6.446847707943436,6.446847707943436,6.32902007337398,6.362685203552246,640600
2002-04-30,6.312188923190016,6.497346208093298,6.295356676238468,6.413183689117432,1723600
2002-05-01,6.497346751466067,6.901327133178711,6.497346751466067,6.901327133178711,418000
2002-05-02,6.867661494194378,7.066285092491709,6.867661494194378,7.012421131134033,829000
2002-05-03,7.002322196960449,7.00568877519326,6.921526245700422,7.002322196960449,115800
2002-05-06,6.99895686091522,7.604926868374815,6.99895686091522,7.322140693664551,536600
2002-05-07,7.288473933455418,7.4063015871269755,7.221144304292423,7.237976551055908,113200
2002-05-08,7.305305683395289,7.574625442277116,7.305305683395289,7.540960311889648,164600
2002-05-09,7.574625744398093,7.810281024400736,7.574625744398093,7.692453384399414,211800
2002-05-10,7.7429510669955794,7.887710689681199,7.4063010206044675,7.426499843597412,174000
2002-05-13,7.429866989439477,7.429866989439477,7.0191541325853315,7.237976551055908,482400
2002-05-14,7.406302595369728,7.54096251413644,7.002322196960449,7.002322196960449,989600
2002-05-15,6.968655877319462,7.069650629468276,6.6825032234191895,6.6825032234191895,1457400
2002-05-16,6.682505193311961,6.968657931565361,6.682505193311961,6.934992790222168,1321600
2002-05-17,6.98549041546061,7.237978020838705,6.98549041546061,7.147082328796387,1087800
2002-05-20,7.147080099597986,7.23797576328964,7.103315877510699,7.197577476501465,584000
