Date,Open,High,Low,Close,Volume
1980-12-12,0.10017842799425125,0.10061396220524021,0.10017842799425125,0.10017842799425125,469033600
1980-12-15,0.09538758851510447,0.09538758851510447,0.09495205432176589,0.0949520543217659,175884800
1980-12-16,0.08841832461766931,0.08841832461766931,0.08798279613256454,0.08798279613256454,105728000
1980-12-17,0.09016045182943344,0.09059598613780669,0.09016045182943344,0.09016045182943344,86441600
1980-12-18,0.09277443587779999,0.09320996442046417,0.09277443587779999,0.09277443587779999,73449600
1980-12-19,0.09843634814023972,0.09887188255192202,0.09843634814023972,0.09843634814023972,48630400
1980-12-22,0.1032271459698677,0.10366345939494137,0.1032271459698677,0.1032271459698677,37363200
1980-12-23,0.10758329182863235,0.10801882624007315,0.10758329182863235,0.10758329182863235,46950400
1980-12-24,0.1132451668381691,0.11368070110559045,0.1132451668381691,0.1132451668381691,48003200
1980-12-26,0.1236986890435219,0.1241342232768446,0.1236986890435219,0.12369868904352188,55574400
1980-12-29,0.1254408359527588,0.12587637026110038,0.1254408359527588,0.1254408359527588,93161600
1980-12-30,0.12282764812805244,0.12282764812805244,0.12239212542772293,0.12239212542772293,68880000
1980-12-31,0.11934341812994058,0.11934341812994058,0.1189078837633133,0.1189078837633133,35750400
1981-01-02,0.12021448463201524,0.12108555343337822,0.12021448463201524,0.12021448463201523,21660800
1981-01-05,0.1180368654211245,0.1180368654211245,0.11760134249925613,0.11760134249925613,35728000
1981-01-06,0.11280961641271833,0.11280961641271833,0.11237408220767975,0.11237408220767975,45158400
1981-01-07,0.10801882624007315,0.10801882624007315,0.10758329182863235,0.10758329182863235,55686400
1981-01-08,0.10584115888400102,0.10584115888400102,0.10540563613176346,0.10540563613176346,39827200
1981-01-09,0.1110675260424614,0.11150306038403822,0.1110675260424614,0.1110675260424614,21504000
1981-01-12,0.11106752077486877,0.11106752077486877,0.11019646376371385,0.11019646376371384,23699200
1981-01-13,0.10671222533340188,0.10671222533340188,0.10627669095993042,0.10627669095993042,23049600
1981-01-14,0.10671218484640121,0.10714771905462937,0.10671218484640121,0.10671218484640121,14291200
1981-01-15,0.10888984054327011,0.10976089729933625,0.10888984054327011,0.10888984054327011,14067200
1981-01-16,0.10845429752128179,0.10845429752128179,0.10801876336336134,0.10801876336336136,13395200
1981-01-19,0.114551804959774,0.11498733940570283,0.114551804959774,0.11455180495977402,41574400
1981-01-20,0.11150306038403822,0.11150306038403822,0.1110675260424614,0.1110675260424614,30083200
1981-01-21,0.1132451668381691,0.11411622374232662,0.1132451668381691,0.1132451668381691,15904000
1981-01-22,0.114551804959774,0.11542287385163165,0.114551804959774,0.11455180495977402,35548800
1981-01-23,0.11455172600976872,0.11498726015552378,0.11411619186401367,0.11411619186401367,11222400
1981-01-26,0.11280961641271833,0.11280961641271833,0.11237408220767975,0.11237408220767975,24640000
1981-01-27,0.11237411420928621,0.11237411420928621,0.11150305718183519,0.11150305718183517,23699200
1981-01-28,0.10845429752128179,0.10845429752128179,0.10801876336336134,0.10801876336336136,28156800
1981-01-29,0.10453454721026875,0.10453454721026875,0.10409901291131972,0.10409901291131973,43904000
1981-01-30,0.09930741696360432,0.09930741696360432,0.09843634814023972,0.09843634814023972,46188800
1981-02-02,0.09320996442046417,0.09320996442046417,0.09277443587779999,0.09277443587779999,23766400
1981-02-03,0.09625867754220964,0.09669420603990743,0.09625867754220964,0.09625867754220963,19152000
1981-02-04,0.09974289685487747,0.10017841939781003,0.09974289685487747,0.09974289685487747,27865600
1981-02-05,0.09974289685487747,0.10061395357142523,0.09974289685487747,0.09974289685487747,7929600
1981-02-06,0.10017842799425125,0.10061396220524021,0.10017842799425125,0.10017842799425125,13865600
1981-02-09,0.09582311689310147,0.09582311689310147,0.09495205432176589,0.0949520543217659,16755200
1981-02-10,0.09495205432176589,0.09538758851510447,0.09495205432176589,0.0949520543217659,18345600
1981-02-11,0.09233889465877511,0.09233889465877511,0.09190336614847183,0.09190336614847183,13843200
1981-02-12,0.09146784264261096,0.09146784264261096,0.0910315290093422,0.0910315290093422,14560000
1981-02-13,0.0897248910974122,0.0897248910974122,0.08885382860898972,0.08885382860898972,11155200
1981-02-17,0.0910315290093422,0.09146784264261096,0.0910315290093422,0.0910315290093422,12275200
1981-02-18,0.09495205432176589,0.09582311689310147,0.09495205432176589,0.0949520543217659,19241600
1981-02-19,0.08972492386160853,0.08972492386160853,0.08928938955068588,0.08928938955068588,22310400
1981-02-20,0.08493406635050423,0.08493406635050423,0.08449853211641312,0.08449853211641312,24371200
1981-02-23,0.08580512553453445,0.08624065978053622,0.08580512553453445,0.08580512553453445,14112000
1981-02-24,0.08362748527763837,0.08362748527763837,0.0827564224600792,0.0827564224600792,16979200
1981-02-25,0.08798279613256454,0.08841832461766931,0.08798279613256454,0.08798279613256454,19488000
1981-02-26,0.08928938955068588,0.08972492386160853,0.08928938955068588,0.08928938955068588,10841600
1981-02-27,0.09233889728784561,0.09320996014859642,0.09233889728784561,0.09233889728784561,14761600
1981-03-02,0.09277443587779999,0.09320996442046417,0.09277443587779999,0.09277443587779999,11760000
1981-03-03,0.09190334689174438,0.09190334689174438,0.09146781265735628,0.09146781265735626,16172800
1981-03-04,0.09103152641939938,0.09103152641939938,0.09059599786996841,0.09059599786996841,13708800
1981-03-05,0.09059598613780669,0.09059598613780669,0.09016045182943344,0.09016045182943344,5376000
1981-03-06,0.09016045235718803,0.09016045235718803,0.08928938955068588,0.08928938955068588,11603200
1981-03-09,0.08275641980785532,0.08275641980785532,0.08232089132070541,0.08232089132070541,15321600
1981-03-10,0.07883584227054184,0.07883584227054184,0.07840031385421753,0.07840031385421753,28380800
1981-03-11,0.07622266611185309,0.07622266611185309,0.07535160332918167,0.07535160332918167,29859200
1981-03-12,0.07840031385421753,0.07883584227054184,0.07840031385421753,0.07840031385421753,59248000
1981-03-13,0.07796477999386854,0.07796477999386854,0.07752925157546997,0.07752925157546997,231302400
1981-03-16,0.0805787742137909,0.08144983709502077,0.0805787742137909,0.0805787742137909,37228800
1981-03-17,0.08449853211641312,0.0853695947692532,0.08449853211641312,0.08449853211641312,43747200
1981-03-18,0.08972494304180145,0.09059600603450775,0.08972494304180145,0.08972494304180145,36937600
1981-03-19,0.08928935694553043,0.08928935694553043,0.08885382860898972,0.08885382860898972,37811200
1981-03-20,0.08972494304180145,0.09059600603450775,0.08972494304180145,0.08972494304180145,14604800
1981-03-23,0.0932099372148514,0.09408099986128246,0.0932099372148514,0.09320993721485138,22019200
1981-03-24,0.09320996442046417,0.09320996442046417,0.09277443587779999,0.09277443587779999,28156800
1981-03-25,0.09190337701977723,0.09190337701977723,0.0910315290093422,0.0910315290093422,7056000
1981-03-26,0.08972492386160853,0.08972492386160853,0.08928938955068588,0.08928938955068588,12275200
1981-03-27,0.08667619257708592,0.08667619257708592,0.08624066412448883,0.08624066412448883,12252800
1981-03-30,0.08624066412448883,0.08711172684502559,0.08624066412448883,0.08624066412448883,9900800
1981-03-31,0.08624069467719409,0.08624069467719409,0.08536963164806366,0.08536963164806366,15993600
1981-04-01,0.08493406635050423,0.08493406635050423,0.08449853211641312,0.08449853211641312,34070400
1981-04-02,0.09190336614847183,0.09233889465877511,0.09190336614847183,0.09190336614847183,31404800
1981-04-03,0.09233889728784561,0.09277443162589279,0.09233889728784561,0.09233889728784561,16486400
1981-04-06,0.09103152641939938,0.09103152641939938,0.09059599786996841,0.09059599786996841,22803200
1981-04-07,0.0901604716304824,0.0901604716304824,0.08972494304180145,0.08972494304180145,10684800
1981-04-08,0.09408103674650192,0.09495209973444017,0.09408103674650192,0.09408103674650192,21952000
1981-04-09,0.09582312405109404,0.09625865827696706,0.09582312405109404,0.09582312405109406,12499200
1981-04-10,0.09712976217269897,0.09756529076823625,0.09712976217269897,0.09712976217269897,33465600
1981-04-13,0.09712976217269897,0.09756529076823625,0.09712976217269897,0.09712976217269897,16060800
1981-04-14,0.09712976217269897,0.09756529076823625,0.09712976217269897,0.09712976217269897,6652800
1981-04-15,0.09277443162589279,0.09277443162589279,0.09233889728784561,0.09233889728784561,34048000
1981-04-16,0.08754726982928651,0.08754726982928651,0.08711174130439758,0.08711174130439758,23878400
1981-04-20,0.08972494304180145,0.0901604716304824,0.08972494304180145,0.08972494304180145,35347200
1981-04-21,0.09582312405109404,0.09625865827696706,0.09582312405109404,0.09582312405109406,28537600
1981-04-22,0.09930734336376192,0.09974287745265599,0.09930734336376192,0.0993073433637619,18995200
1981-04-23,0.10192056745290756,0.10235610172477093,0.10192056745290756,0.10192056745290756,58016000
1981-04-24,0.10192058458536456,0.10192058458536456,0.10104952752590178,0.1010495275259018,35056000
1981-04-27,0.10061396220524021,0.10061396220524021,0.10017842799425125,0.10017842799425125,38528000
1981-04-28,0.09887188255192202,0.09887188255192202,0.09843634814023972,0.09843634814023972,32188800
1981-04-29,0.09756529076823625,0.09756529076823625,0.09712976217269897,0.09712976217269897,13641600
1981-04-30,0.0988718718290329,0.09974294055792803,0.0988718718290329,0.0988718718290329,12611200
1981-05-01,0.0988718718290329,0.09974294055792803,0.0988718718290329,0.0988718718290329,16553600
1981-05-04,0.09887188255192202,0.09887188255192202,0.09843634814023972,0.09843634814023972,14448000
1981-05-05,0.09843631729363941,0.09843631729363941,0.09800079464912415,0.09800079464912415,17539200
1981-05-06,0.09582312879439076,0.09582312879439076,0.09538760036230087,0.09538760036230087,18950400
1981-05-07,0.0966942235827446,0.0971297579748028,0.0966942235827446,0.0966942235827446,9363200
1981-05-08,0.09756524115800858,0.09800077534742879,0.09756524115800858,0.09756524115800858,7907200
1981-05-11,0.09582312879439076,0.09582312879439076,0.09538760036230087,0.09538760036230087,11939200
1981-05-12,0.09538760036230087,0.09669419147391282,0.09538760036230087,0.09538760036230087,4256000
1981-05-13,0.09538758851510447,0.09625865108644005,0.09495205432176589,0.0949520543217659,4905600
1981-05-14,0.09451656105143472,0.09451656105143472,0.09364549815654755,0.09364549815654755,4928000
1981-05-15,0.09582312405109404,0.09712972091337106,0.09582312405109404,0.09582312405109406,4905600
1981-05-18,0.09756524115800858,0.09843629790616593,0.09756524115800858,0.09756524115800858,4166400
1981-05-19,0.09625865827696706,0.09625865827696706,0.09582312405109404,0.09582312405109406,25424000
1981-05-20,0.0988718718290329,0.09974294055792803,0.0988718718290329,0.0988718718290329,13283200
1981-05-21,0.10453453660011293,0.10497007085485564,0.10453453660011293,0.10453453660011292,32211200
1981-05-22,0.10932541638612747,0.11019648519739556,0.10932541638612747,0.10932541638612747,31427200
1981-05-26,0.10932536310596158,0.10932536310596158,0.10888984054327011,0.10888984054327011,85344000
1981-05-27,0.11498729884624481,0.11542283313854768,0.11498729884624481,0.11498729884624481,149497600
